Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2018.02.05_15.19.57,-8.615374,52.041806,114,B,2,LTE,-116,-11,7.0,10,-94,5770,106,D,-99.0,-6.0,-8.577346,51.968849,8519.8299999999999
2018.02.05_15.19.58,-8.615374,52.041806,114,B,2,LTE,-116,-11,7.0,10,-94,6106,113,D,-99.0,-6.0,-8.577346,51.968849,8519.8299999999999
2018.02.05_15.19.59,-8.615374,52.041806,114,B,2,LTE,-115,-12,8.0,7,-94,1677,31,D,-92.0,-3.0,-8.577346,51.968849,8519.8299999999999
2018.02.05_15.24.05,-8.490956,51.934883,74,B,1,LTE,-109,-11,5.0,8,-92,15668,394,D,-116.0,-18.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.06,-8.490956,51.934883,74,B,1,LTE,-109,-11,5.0,8,-92,27691,513,D,-116.0,-18.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.07,-8.490956,51.934883,74,B,1,LTE,-111,-12,5.0,8,-94,24280,444,D,-114.0,-17.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.08,-8.490956,51.934883,74,B,1,LTE,-111,-12,4.0,9,-89,27467,509,D,-114.0,-17.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.09,-8.490956,51.934883,74,B,1,LTE,-106,-12,4.0,8,-91,26103,506,D,-112.0,-18.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.11,-8.490956,51.934883,74,B,1,LTE,-106,-12,4.0,8,-91,26036,465,D,-112.0,-18.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.12,-8.490956,51.934883,74,B,1,LTE,-108,-13,4.0,8,-91,33518,586,D,-110.0,-17.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.13,-8.490956,51.934883,74,B,1,LTE,-108,-13,4.0,8,-91,33552,608,D,-110.0,-17.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.14,-8.490956,51.934883,74,B,1,LTE,-107,-12,6.0,8,-91,28373,505,D,-111.0,-16.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.15,-8.490956,51.934883,74,B,1,LTE,-107,-12,6.0,8,-91,34569,621,D,-111.0,-16.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.16,-8.490956,51.934883,74,B,1,LTE,-108,-12,6.0,8,-91,24750,449,D,-113.0,-19.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.17,-8.490956,51.934883,74,B,1,LTE,-108,-12,6.0,8,-91,15635,796,D,-113.0,-19.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.18,-8.490956,51.934883,74,B,1,LTE,-105,-11,4.0,8,-88,20310,712,D,-108.0,-16.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.19,-8.490956,51.934883,74,B,1,LTE,-105,-11,4.0,8,-88,19270,524,D,-108.0,-16.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.20,-8.490956,51.934883,74,B,1,LTE,-107,-13,2.0,7,-90,25019,438,D,-111.0,-16.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.22,-8.490956,51.934883,74,B,1,LTE,-107,-13,2.0,7,-90,19728,361,D,-111.0,-16.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.23,-8.490956,51.934883,74,B,1,LTE,-106,-13,2.0,9,-88,28306,507,D,-109.0,-15.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.24,-8.490956,51.934883,74,B,1,LTE,-106,-13,2.0,9,-91,30700,547,D,-109.0,-15.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.27,-8.490956,51.934883,74,B,1,LTE,-102,-12,8.0,11,-85,38226,677,D,-109.0,-18.0,-8.489758,51.928426,722.66999999999996
2018.02.05_15.24.28,-8.490956,51.934883,74,B,1,LTE,-102,-12,8.0,11,-85,35453,646,D,-109.0,-18.0,-8.489758,51.928426,722.66999999999996
